src,dst,length_m,way_id
546800793,546800780,124.8,43396584
546800780,3377907777,14.5,43396584
3377907777,3377907767,174.0,43396584
3377907767,299422084,14.8,43396584
299422084,546802480,136.5,43396584
546802480,546802531,281.3,43396584
546802531,2912193988,65.4,43396584
2912193988,546802545,12.4,43396584
2912194025,2912194019,30.8,43396597
2912194019,2912194014,73.6,43396597
2912194014,2912194009,67.0,43396597
2912194009,2912194006,64.2,43396597
2912194006,2912194002,57.5,43396597
2912194002,2912193999,20.8,43396597
2912193999,2912193996,12.9,43396597
2912193996,7955020814,39.3,43396597
7955020814,3377971638,70.4,43396597
3377971638,12279160998,83.3,43396597
12279160998,11536420147,42.7,43396597
11536420147,2912193981,7.9,43396597
2912193981,3378014389,13.6,43396597
3378014389,3378014391,21.4,43396597
3378014391,12279160995,19.3,43396597
12279160995,7955020820,171.5,43396597
7955020820,2912193958,4.9,43396597
2912193958,2912193950,57.7,43396597
2912193950,2912193948,17.1,43396597
2912193948,2912193941,63.7,43396597
2912193941,2912193926,74.6,43396597
2912193926,13006154041,59.3,43396597
13006154041,2912193906,34.8,43396597
2912193906,2912193903,13.7,43396597
2912193903,2912193886,82.7,43396597
2912193886,2912193874,73.0,43396597
2912193874,2912193851,107.0,43396597
2912193851,2912193846,13.1,43396597
2912193846,3377971597,40.5,43396597
3377971597,2912193843,46.3,43396597
2912193843,2912193840,38.2,43396597
2912193840,2912193837,46.0,43396597
2912193837,2912193829,88.9,43396597
2912193829,3377806240,44.0,43396597
3377806240,3377806254,68.9,43396597
3377806254,2912193827,23.4,43396597
2912193827,2912193818,121.2,43396597
2912193818,2912193816,12.5,43396597
2912193816,2912193813,125.6,43396597
2912193813,11536420151,24.2,43396597
11536420151,7925233338,6.5,43396597
7925233338,7925233339,50.3,43396597
7925233339,7925233342,62.3,43396597
7925233342,7925233343,10.0,43396597
7925233343,7925233344,6.7,43396597
7925233344,7925233345,6.1,43396597
7925233345,7925233346,11.4,43396597
299422184,3377907752,78.1,43396612
3377907752,299422184,78.1,43396612
3377907752,3377907759,125.8,43396612
3377907759,3377907752,125.8,43396612
3377907759,3377907753,71.8,43396612
