id,lat,lon
3377522335,26.5545939,37.9455946
3377522336,26.5546824,37.9457056
3377522337,26.5555166,37.9471201
3377522350,26.5543801,37.948263
3377522351,26.5547476,37.9487287
3377522352,26.5547818,37.9487469
3377522353,26.5548241,37.9487396
3377522354,26.5548729,37.9487196
3377522355,26.5552472,37.9483303
3377522356,26.555327,37.9484231
3377522357,26.5553709,37.9484504
3377522358,26.5554214,37.948454
3377522359,26.5554816,37.948414
3377522360,26.5556687,37.9482193
3377522361,26.5558916,37.9480774
3377522362,26.5560924,37.9485491
3377522363,26.5568226,37.9494728
3377522364,26.5554185,37.950873
3377522365,26.5554698,37.9508218
3377522366,26.555194,37.9508485
3377522367,26.5553084,37.9507364
3377522368,26.5561204,37.9499087
3377522369,26.5558344,37.9487853
3377522370,26.5565842,37.9497106
3377522371,26.5554979,37.9491166
3377522372,26.5562369,37.9500569
3377522373,26.5562985,37.9493581
3377522374,26.5559473,37.9496885
3377522375,26.5553617,37.950682
11536434430,26.5523171,37.9478517
12297162939,26.5566756,37.9492868
12297162940,26.5564426,37.9495359
13477723031,26.5553426,37.946534
13477723032,26.5550321,37.9461444
1993089482,26.5551563,37.9523188
1993089489,26.5554616,37.9523225
3376094599,26.5560019,37.9584362
3376094600,26.5570291,37.9561918
3376094610,26.5567893,37.9581564
3376094611,26.5574724,37.956594
3376111614,26.5549113,37.9530267
3376111619,26.5539916,37.9533193
3376111641,26.5523726,37.9555412
3376111642,26.5534265,37.9568949
3376111643,26.5536804,37.9572078
3376111644,26.5539473,37.9574698
3376111645,26.5542337,37.9577318
3376111646,26.554761,37.9580665
3376111649,26.5543574,37.9576736
3376111650,26.554997,37.958085
3376111651,26.5539181,37.9572809
3376111652,26.5533016,37.9565652
3376111653,26.5524383,37.9554761
3376111654,26.5521301,37.9578428
3376111656,26.5532784,37.9567046
3376115100,26.5580209,37.9567929
3376115101,26.5563176,37.9552996
3376115102,26.5557367,37.9547871
3376115103,26.5552941,37.9543188
3376115104,26.5548435,37.9537666
3376115105,26.5545681,37.9533666
3376115106,26.5544114,37.9535218
3376115107,26.5547843,37.953983
3376115108,26.5552664,37.9545706
3376115109,26.5556458,37.9549992
3376115110,26.5561556,37.9554543
3376126238,26.5521689,37.9551235
3376255251,26.5576008,37.9567042
3376255252,26.5577113,37.9565215
3376255270,26.5575898,37.956415
3376255271,26.5571199,37.956003
3376770930,26.5535191,37.9574915
3376770931,26.5525909,37.9584159
3376770932,26.553937,37.958033
6481189307,26.5573008,37.9573588
6482249881,26.558075,37.958048
7925233004,26.5569569,37.9561309
7925233187,26.5570259,37.9559206
7925362141,26.5545962,37.9578272
7925362142,26.5555155,37.9558886
7925362143,26.555949,37.9552699
7925362144,26.5560746,37.9550852
7925362146,26.5524608,37.9552996
7925362147,26.5523222,37.9551354
7925362148,26.5525462,37.9549128
7925362149,26.5526885,37.9550737
7925362154,26.5520603,37.955231
7956005350,26.5569202,37.9558279
7956005356,26.5572158,37.9560871
7956005357,26.5574906,37.9563281
7956005358,26.5571388,37.9562914
7956005359,26.5574204,37.9565468
7956005361,26.5583976,37.9573878
11536434372,26.5548926,37.9572021
11536434373,26.5558111,37.9576939
11536434374,26.5561134,37.9570234
11536434375,26.5560558,37.9569858
11536434376,26.5551965,37.9565612
11536434377,26.5566363,37.9558602
11536434378,26.5564,37.9563891
11536434379,26.555901,37.9538361
11536434380,26.5553561,37.9531557
11536434381,26.5548087,37.953716
11536434382,26.5551777,37.9533434
11536434383,26.5558303,37.9526567
11536434384,26.5563389,37.952233
11536434385,26.5568283,37.9529303
11536434386,26.5553482,37.954376
11536434387,26.5563629,37.9545772
11536434388,26.5567804,37.9536009
11536434389,26.5569051,37.9535043
11536434390,26.5575146,37.9537938
11536434398,26.5541844,37.9543948
11536434399,26.5536923,37.9548631
11536434400,26.5545097,37.9558006
11536434401,26.553526,37.9568257
11536434402,26.5537525,37.9565942
11536434403,26.5549809,37.9553068
11536434405,26.5546887,37.9538648
12258355256,26.552791,37.9571877
12299517328,26.5541445,37.9576502
12299517329,26.5539535,37.9578448
12299517330,26.5555011,37.9583655
12299517331,26.5560242,37.9572213
12299517332,26.5563676,37.9574002
12299517333,26.5553042,37.9556586
12299517334,26.5549386,37.9560376
12299517335,26.5546451,37.9556587
12299517336,26.5552492,37.9564502
12299531662,26.5534253,37.9544985
12299531663,26.5537659,37.9547931
12299531664,26.5536647,37.9545728
12299531665,26.5539021,37.9540263
12299531677,26.5522996,37.9576748
12299531686,26.553231,37.9553766
12299531687,26.5540177,37.9563162
12299531688,26.5526695,37.9557677
12299531689,26.5529937,37.955688
12299547374,26.5526243,37.9558645
12299547375,26.5521369,37.9563383
12299547376,26.5520795,37.9558315
12299547377,26.5523242,37.9561563
12299547378,26.5522285,37.955963
3377493466,26.5649611,37.9348095
3377493468,26.5642663,37.933104
6437020051,26.5641285,37.9326778
6437020052,26.5640949,37.93245
6448629738,26.5593182,37.9344637
6448629739,26.5597547,37.9346467
6448629740,26.5599925,37.9347164
6448629741,26.5601679,37.9347338
6448629742,26.5603549,37.9347425
6448629743,26.560468,37.9347164
6448629744,26.5605732,37.9346728
